air-blast,stabilization,landing
-4.3610000000000015,5.87162256678374,-11.719
1.3172,0.07210865161052171,-16.18
5.6777,0.5144397855118743,-15.053
7.8207,-11.094952858139205,-9.6556
8.77,-6.4346413017458,-2.8009
8.2352,-5.164136029736327,1.9758
4.3458,9.41694078340152,3.0148
-1.6193,2.908105632386251,1.5786
-6.6103,-2.79958434697136,-1.0704
-9.182,2.6743901419551013,-3.4321
-8.2291,8.847400840144989,-3.6271
-2.1542,-5.728186112954174,-1.8186
6.1807,-2.443121667320123,0.0005672
10.675999999999998,17.93304903744549,0.50058
9.227,-6.682767453431213,-0.038439
5.706,10.434432827446667,-1.5278
3.8853,-7.867412410229524,-3.9924
4.8382,3.7160031253552743,-5.7974
8.979,3.466827043585627,-5.7903
13.049,12.525214820238112,-4.2619
11.278,-11.55828841112833,-1.276
3.9172,-5.785214619464039,4.1921
-3.1,-0.4479459828163105,10.689
-6.1321,11.293731730922477,13.242
-5.4272,5.426156593773216,9.1816
-1.8283,2.5925202034605297,1.9935
3.6763,3.8880771374519507,-3.6023
6.4924,9.843711294111577,-7.0563
4.1156,14.775512832552057,-7.7974
-0.18117,-9.418397545104563,-4.4144
-2.6855,-10.678349826150463,2.0041
-2.6395,-6.832942705005376,7.0858
-0.43975,-10.341521291237985,6.8376
1.0515,-5.663796944216739,3.7524
-2.3313,-4.658375491394626,2.873
-8.4983,-3.044320293111455,4.4155
-10.617,2.687151923654202,6.9404
-7.8607,-0.9660674230241462,9.9972
-5.0765,-0.6494831069558552,11.508
-4.9313,6.793957203433883,9.4617
-6.2065,-5.648085209951249,5.9510000000000005
-7.046,-6.895381851126197,3.3162
-4.7258,12.38821629327947,0.78783
1.1224,-8.761483598320968,-2.7761
5.3801,12.641834943870101,-6.5953
3.9597,-1.7905311440591258,-8.4712
-0.24139,11.180993035098162,-7.4463
-3.0256,-3.242374000685028,-3.7832
-4.5098,2.185899709361581,2.4545
-5.8842,5.506477729326472,9.0681
-5.6468,-6.265021525490275,11.703
-2.3596,6.662796763924911,7.7667
1.4093,15.66729484979444,-0.76539
2.0256,-6.048992899093055,-8.5811
0.4954,-0.779144682743091,-11.89
-0.47517,4.395324135610443,-11.074000000000002
-0.32995,-0.1942305039510137,-10.23
1.0728,4.472534326141306,-11.414
3.4921,-8.380545021713575,-12.305
5.2278,-2.029874073882875,-8.691
4.3245,-10.372351115769582,-0.58098
1.9583,-3.039645460191747,6.7028
-0.72668,-6.087362656575643,9.1036
-4.6196,4.447541984785485,7.5043
-7.4746,-2.6926884627376113,3.7205
-4.7188,-2.817099895056568,-1.5101
2.2276,-0.21606573132448617,-6.0314
7.0414,-3.2986844104636286,-7.612999999999999
8.6354,2.233350618456462,-7.9676
9.6308,-1.8563157802127084,-9.0598
9.2447,1.9923110617457995,-8.3364
6.3649,-6.875470783190995,-3.5349
3.3859,-3.793005227708338,2.0893
2.6774,-1.8642528079384544,4.8305
3.0458,-11.377210725228112,5.4404
3.0635,7.874676125112872,5.9617
3.315,11.905206420053693,6.9156
4.2643,2.434767290402397,8.1249
4.4166,15.038232141359035,8.4901
2.7057,4.162171980499361,6.5362
-0.76564,-9.132805912491445,0.28074
-4.485,8.892870258026106,-10.035
-6.3801,6.123787382604864,-19.532
-4.4460000000000015,1.4916572340077328,-20.479
0.25098000000000004,0.5277758837829867,-9.2584
4.6859,-2.7011134902615184,7.5681
5.8831,0.0900895256615481,19.061
1.8025,-1.512135034197185,21.512
-5.7425,10.732661785669224,19.558
-12.097,7.7185598267476525,16.426
-13.557,-2.285408207814447,12.425999999999998
-10.613,5.852416000500435,8.2064
-4.4141,9.785255413365672,2.4226
2.5534,1.3489671241609797,-6.0314
4.7319,-0.4493407469249255,-14.017
0.97005,11.26780388499701,-15.422
-4.0103,16.53841985074197,-8.2336
-6.6528,3.1016486066990923,2.0255
-7.4569,6.804031148592342,9.3554
-5.8452,-7.38616260652214,11.987
-0.45392,5.218980489721912,9.7668
4.7036,-6.9990517996739365,3.4369
4.4025,1.8269876438805392,-2.3647
0.020739,-3.268382275589101,-2.2796
-2.4624,7.540874797798789,1.6921
-1.4457,2.5361188082436694,2.1425
-0.99943,-6.058033512627515,-4.8364
-3.8722,6.404653033958986,-15.478
-6.8051,5.65831980022097,-22.067
-5.0553,-1.6350578552209751,-19.372
1.5156,3.2680764355990393,-8.8613
9.4431,-12.308703629409212,1.7382
13.534,-12.722492990196393,6.1603
10.417,-19.39409153860725,5.0433
2.2417,-7.666190207150782,3.8092
-5.615,-11.209002066412031,4.1177
-9.8621,-3.9599379970754853,3.1071
-9.9577,7.782190452382961,-1.3363
-6.5466,4.031625552498019,-8.1769
0.077414,0.49013522172245205,-14.035
8.1502,12.950622729814375,-14.287
13.499,-11.173499720243314,-7.5527
13.616,-4.524250125962292,1.873
8.8621,12.778510476402493,8.0859
2.688,-1.2362052830203116,8.3341
-0.14929,9.591990358580096,3.2596
3.2335,12.1868217980192,-3.5987
8.2529,-1.4157614463061803,-7.4818
7.8951,-10.077182370720465,-4.769
2.2276,5.473364049783523,3.5149
-2.6218,-15.969821904267896,11.441
-2.0408,10.244133650523565,12.26
1.6537,2.9955366012441074,4.5291
3.6905,-2.4680712725300915,-5.9038
2.2028,-9.370521608756455,-12.563
-0.77981,2.7121857984480946,-13.099
-2.7741,-10.858182700714469,-7.7052
-3.3373,3.5092161788696425,1.7915
-1.8921,0.09155929786394364,10.99
1.5297,1.7545304463712124,16.227999999999998
3.9136,12.52109061407257,18.363
1.3562,11.900258272182322,18.643
-4.7577,-4.432177219000533,13.192
-9.2776,3.4701103847562327,1.1141
-9.9613,6.065941856279058,-8.6733
-7.9812,-13.288457871340364,-8.4145
-5.3422,-7.683439884222448,-1.1873
-4.6656,-8.582685287012081,5.4795
-6.3659,1.2611478761192259,8.4654
-6.8689,-7.928777791292153,7.4973
-3.4188,-2.032727305573515,2.9227
1.0303,-12.901507326289673,-1.5881
2.5038,-13.678989068648052,-1.3469
1.9442,-3.133503443130475,3.4794
2.3232,1.7303781751080416,7.3306
2.982,-3.9115296961445667,5.2384
2.4330000000000003,-9.763678015478872,-1.4994
0.7221,-1.8489199755090129,-7.2371
-2.3526,2.428210706729466,-8.8506
-6.7839,6.1163532973318295,-8.3825
-10.741,-9.33149085757386,-8.6733
-11.538,-0.15766862251554575,-9.3116
-8.2539,-6.392052463067835,-7.7052
-1.8,-6.185906850848016,-3.1235
6.8714,-16.11445442001113,2.7383
14.7,12.379727182454086,6.6036
17.335,-7.8035702056801,4.8447
13.733,-6.09749278425704,-1.5703
6.6624,-3.140359151520775,-8.0847
-2.2498,-15.320445800954394,-11.042
-11.378,-13.182868192445843,-9.6804
-15.877,-6.602137847911202,-5.0846
-11.977,0.17826494410059557,-0.96037
-2.14,-3.7071403426337075,-1.51
6.4215,-9.969281738040399,-4.5172
9.8504,-8.652465576645685,-3.4817
9.8859,-9.370577479417276,3.2986
8.3556,3.3883931760451897,9.7527
5.6175,5.101996047206192,9.5505
4.6327,1.3226937073033807,3.9547
6.6553,0.0022400296143620917,-2.1022
6.9777,-10.381021329091233,-5.5988
4.2360000000000015,4.257589968346934,-5.5633
3.23,12.532431521415717,-3.2618
5.2739,6.925495345867642,-1.7476
4.6611,3.4857144283001205,-2.8718
-1.0101,-4.381264076450656,-2.7583
-5.4095,-7.341704209832224,2.0716
-4.4035,8.979891431463773,7.5789
-1.4493,16.95429946635406,7.5895
-0.65937,-0.375075800394803,3.1851
-1.5485,0.768030121704363,1.4191
-1.5378,-8.469095497676513,3.7915
0.59104,-4.563199473158218,5.2916
2.6668,5.925127156411837,3.4724
0.6795899999999999,-10.089744612656093,1.4972
-5.0801,-19.70289739709918,1.5219999999999998
-9.8869,10.130974521073215,3.6532
-9.6779,7.6076882119551685,6.5505
-5.955,-12.942097861678354,6.7491
-3.1354,2.7923691310113856,3.8873
-2.5084,-1.6320622170340395,1.8092
-2.1152,5.338719948319528,3.132
-1.2049,-4.480714766218912,5.3093
-1.5449,-5.8382148613622045,4.9086
-3.0256,1.0866966772629556,2.3376
-3.9218,8.232363609436488,-0.3114
-3.3479,2.9921948259485194,-2.2476
-1.1588,-8.999889203213371,-4.9534
1.4412,2.0456659974184914,-8.6591
2.0752,7.1539501371634175,-9.9677
0.11284,1.4730665734497315,-4.9746
-2.1365,-2.2415001259877787,3.7277
-2.4907,8.225853065890336,8.0257
-1.3607,9.010616457597706,3.3873
-0.63103,3.9436660676246875,-5.152
-1.2332,8.712222095463607,-9.7478
-1.885,-1.5878261595964547,-8.2301
-0.62395,-3.002532490718632,-3.9356
2.7022,-13.596573874570437,-1.9568
5.3801,1.1191853894180435,-4.2831
5.3376,6.039093802991641,-7.0208
3.6869,0.7879225611120029,-6.808
-0.0040561,1.3767301659980489,-5.2796
-5.282,0.9636414063986968,-4.4817
-7.4427,-5.85953794294074,-2.7831
-3.015,2.87395464769891,1.3447
5.4899,0.94305106717404,5.2526
11.643,-7.552407485210266,7.1392
11.550999999999998,-16.53245561653049,6.8768
6.9281,-0.8193989594850252,4.5576
1.5368,-1.1011119069098958,0.53261
-1.2899,-2.1209707907328186,-5.1945
1.4164,3.6763420036042125,-11.439
8.345,6.750620588900605,-16.039
11.806,6.159917984983096,-15.358
8.1502,-10.635857846288113,-7.6307
1.9194,-6.998598074934484,4.7455
-1.0915,-1.678125077383823,16.817
-0.90379,-0.8372905725964213,23.817
0.15888,-12.441101296985343,23.278
1.675,-8.663021200407401,11.799
2.4188,-1.041630102375139,-6.0491
0.8567,6.891713808731856,-17.549
-2.7351,2.5853832953878206,-14.776
-5.5724,-12.321575202338845,-3.7796
-4.4708,-6.3757996936027785,3.6214
0.70085,1.7230429437279338,3.3696
4.6646,-6.92503920162758,-0.26883
1.7281,-4.022088240521658,-0.5277
-6.6635,-8.67620774671558,5.0398
-13.188,10.366687502231889,14.526
-11.991,1.725881385079014,20.998
-5.0801,4.414477619237729,19.338
0.45998,0.7461122859895732,12.306
-0.11741,-20.107867894374124,4.5327
-3.2487,15.740428631706886,-1.2369
-3.1319,-4.484297586878487,-5.0598
-0.66291,2.104079127839899,-7.2336
0.16951,-3.6473483498207613,-8.1024
-1.9842,-16.11833879156714,-7.8684
-5.0517,5.933666505845563,-6.4818
-6.2384,8.431269794305322,-4.081
-4.5523,9.167575231578644,0.036158
-0.45392,-2.988721398894242,7.3662
2.8049,9.315821163091044,15.338
1.8733,-9.107588871352558,15.271
-2.2782,13.950297119733078,3.2065
-4.5806,-8.901442558741179,-13.081
-2.6997,12.180706411559544,-22.401
-0.15992,11.28687490096946,-20.805
1.4022,-0.7237469824864553,-12.773
4.4202,1.3494782691458298,-5.0881
8.5823,17.27179105801188,-2.2511
9.103,3.813643330647565,-2.2511
4.8842,11.240171225676582,-0.5525100000000001
0.19785,3.217580006878396,2.8731
-4.4496,-7.823019391859007,4.7243
-10.23,-7.440328659788453,3.3377
-12.26,-0.8503477515921768,-0.52768
-5.5193,-4.4300844900926535,-4.12
4.569,20.632925612012585,-4.5633
9.0357,-8.07136722675319,-2.8434
8.2989,-10.87105732969994,-1.932
8.6248,-12.521263779194513,-2.4001
10.208,-12.49500180525441,-3.8398
10.268,1.567407605192105,-6.191
9.5777,16.065286356337968,-8.4783
8.1608,2.7783176112850687,-7.1839
3.8747,-10.865114937300701,-0.22271
-1.6902,10.683955484323766,10.38
-4.3929,-4.250131804171223,18.296
-2.9902,8.402684763493713,17.945
0.30411,7.058227473251419,9.2776
3.6196,13.033532709323694,-2.2299
4.909,-11.58822484938487,-11.028
2.1709,11.92248619281084,-15.535
-2.8556,-0.4533764747315316,-13.78
-6.1073,11.178748133915263,-5.3399
-5.2429999999999986,4.957424486659577,4.6002
-0.65228,8.290105970775942,9.7776
4.6646,-4.134747292865295,10.21
6.3897,2.444472391640468,9.3627
2.1567,7.231537787843957,8.8946
-5.1332,-5.452121480966012,9.3557
-10.556,10.922381012064683,9.9514
-12.15,9.212850873715283,8.689
-11.442,-7.043821758568902,5.3626
-10.291,20.55547567480777,2.5327
-8.091000000000001,10.390256366717582,1.1142
-2.9547,4.918621742267011,-0.47093
3.2406,7.527312512724054,-2.6199
6.0354,8.984113849212056,-3.1448
4.6008,-0.3954669231606732,-1.0738
1.2711,-12.340435763337489,1.6533
-1.9771,-6.0979222951041265,2.2526
-4.5523,-12.430514019827388,0.75961
-5.3032,-7.626754724182864,-0.28652
-4.067,-14.978654193777215,1.6568
-2.5474,5.953477995574167,5.5470000000000015
-1.9062,-1.5513453364928795,5.9158
-1.2863,19.011944562429395,-0.68015
-0.7621,-0.8040689349971106,-11.06
-1.9275,-13.741239262813801,-18.645
-3.858,2.6833468018489723,-19.706
-2.5226,-5.445642680875871,-14.94
4.1297,8.811833018863604,-7.6414
12.408,3.0745232714439483,-1.2653
15.387,-12.098284719099539,4.1392
10.492,11.873762511794789,8.9656
0.5201899999999999,-7.322345260789075,10.622
-10.436,-2.9534451481342012,7.0684
-17.414,5.084380838217409,0.6887
-14.683,-2.6301557326181517,-4.6697
-2.8662,-1.5647499369897542,-8.0279
9.2624,-4.961606898968649,-9.762
13.995,-2.453445053443497,-9.3329
13.028,-0.5239994462915537,-5.7052
11.218,4.23192880735166,-1.4922
9.5281,-4.8376939052024035,-0.76526
7.6826,4.835317186688149,-3.2831
6.4959,-16.154102087520947,-4.1945
4.6221,8.259864088116938,0.49367
0.059703,-5.1821734790309755,8.5578
-3.9678,6.202899310737014,14.941
-2.2994,-2.2794826073919254,16.335
3.694,-3.724823910525606,11.76
6.0815,11.867494970129982,3.4512
1.9087,-11.339818746675466,-5.6839
-2.7635,-5.5958698607645045,-13.776
-2.5934,-4.881498391041197,-18.677
0.64417,-4.614782355540957,-17.213
2.8935,-2.543582518800345,-8.4499
3.1202,4.563801812079114,4.1888
2.9856,3.7072899929635983,15.81
2.185,-13.052845802759975,21.856
-2.009,-1.4289385147625726,21.069000000000006
