acc_x,acc_y
0.0011619999999999998,-4.361000000000001
0.0015619000000000002,1.3172
0.0019619,5.6777
0.0023619,7.8207
0.0027619,8.77
0.0031618,8.2352
0.0035618000000000004,4.3458
0.0039618000000000006,-1.6193
0.0043617,-6.6103
0.0047617,-9.182
0.0051617,-8.2291
0.0055617,-2.1542
0.005961600000000001,6.1807
0.006361600000000001,10.675999999999998
0.0067615999999999996,9.227
0.0071614999999999995,5.706
0.0075615,3.8853
0.0079615,4.8382
0.0083614,8.979
0.008761399999999999,13.049000000000001
0.009161399999999998,11.277999999999999
0.0095614,3.9172
0.0099613,-3.1
0.010361,-6.1321
0.010761,-5.4272
0.011161,-1.8283
0.011561,3.6763
0.011961,6.4924
0.012361,4.1156
0.012761,-0.18117
0.013161,-2.6855
0.013561000000000002,-2.6395
0.013961000000000001,-0.43975
0.014361,1.0515
0.014761000000000002,-2.3313
0.015161,-8.4983
0.015561000000000002,-10.617
0.015961000000000003,-7.8607
0.016361,-5.0765
0.016761,-4.9313
0.017161000000000003,-6.2065
0.017561,-7.046
0.017961,-4.7258
0.018361000000000002,1.1224
0.018761,5.3801
0.019161,3.9597
0.019561000000000002,-0.24139000000000002
0.019961000000000003,-3.0256
0.020361,-4.5098
0.020761,-5.8842
0.021161000000000003,-5.6468
0.02156,-2.3596
0.02196,1.4093
0.022359999999999998,2.0256
0.02276,0.4954
0.02316,-0.47517
0.02356,-0.32995
0.02396,1.0728
0.02436,3.4921
0.02476,5.2278
0.02516,4.3245
0.02556,1.9583
0.025960000000000004,-0.72668
0.02636,-4.6196
0.026760000000000003,-7.4746
0.027160000000000004,-4.7188
0.02756,2.2276
0.027960000000000002,7.0414
0.028360000000000003,8.6354
0.02876,9.6308
0.029160000000000002,9.2447
0.029560000000000003,6.3649
0.029960000000000004,3.3859
0.03036,2.6774
0.030760000000000003,3.0458
0.031160000000000004,3.0635
0.031560000000000005,3.315
0.03196,4.2643
0.03236,4.4166
0.032760000000000004,2.7057
0.03316,-0.76564
0.03356,-4.485
0.033960000000000004,-6.3801
0.03436,-4.446000000000001
0.03476,0.25098000000000004
0.035160000000000004,4.6859
0.035559,5.8831
0.035959,1.8025
0.036358999999999995,-5.7425
0.036759,-12.097000000000001
0.037159,-13.557
0.037558999999999995,-10.613
0.037959,-4.4141
0.038359,2.5534
0.038758999999999995,4.7319
0.039159,0.97005
0.039559,-4.0103
0.039958999999999995,-6.6528
0.040359,-7.4569
0.040759,-5.8452
0.041158999999999994,-0.45392
0.041559,4.7036
0.041958999999999996,4.4025
0.042359,0.020738999999999997
0.042759,-2.4624
0.043158999999999996,-1.4457
0.043559,-0.9994299999999999
0.043959,-3.8722
0.044358999999999996,-6.8051
0.044759,-5.0553
0.045159,1.5156
0.045558999999999995,9.4431
0.045959,13.534
0.046359,10.417
0.046758999999999995,2.2417
0.047159,-5.615
0.047559,-9.8621
0.047958999999999995,-9.9577
0.048359,-6.5466
0.048759,0.077414
0.049158,8.1502
0.049558,13.499
0.049957999999999995,13.616
0.050358,8.8621
0.050758,2.688
0.051157999999999995,-0.14929
0.05155800000000001,3.2335
0.051958000000000004,8.2529
0.052358,7.8951
0.052758000000000006,2.2276
0.053158000000000004,-2.6218
0.053558,-2.0408
0.053958000000000006,1.6537
0.054358000000000004,3.6905
0.054758,2.2028
0.055158000000000006,-0.77981
0.055558,-2.7741
0.055958,-3.3373
0.056358000000000005,-1.8921
0.056758,1.5297
0.05715800000000001,3.9136
0.057558000000000005,1.3562
0.057958,-4.7577
0.05835800000000001,-9.2776
0.058758000000000005,-9.9613
0.059158,-7.9812
0.05955800000000001,-5.3422
0.059958000000000004,-4.6656
0.060358,-6.3659
0.060758000000000006,-6.8689
0.061158000000000004,-3.4188
0.061558,1.0303
0.061958000000000006,2.5038
0.062358000000000004,1.9442
0.06275700000000001,2.3232
0.063157,2.9819999999999998
0.063557,2.4330000000000003
0.063957,0.7221
0.06435700000000001,-2.3526
0.06475700000000001,-6.7839
0.065157,-10.741
0.065557,-11.538
0.065957,-8.2539
0.066357,-1.8
0.06675700000000001,6.8714
0.06715700000000001,14.7
0.067557,17.335
0.067957,13.732999999999999
0.068357,6.6624
0.068757,-2.2498
0.06915700000000001,-11.378
0.06955700000000001,-15.877
0.069957,-11.977
0.070357,-2.14
0.070757,6.4215
0.07115700000000001,9.8504
0.07155700000000001,9.8859
0.07195700000000001,8.3556
0.072357,5.6175
0.072757,4.6327
0.073157,6.6553
0.07355700000000001,6.9777
0.07395700000000001,4.236000000000001
0.074357,3.23
0.074757,5.2739
0.075157,4.6611
0.075557,-1.0101
0.07595700000000001,-5.4095
0.07635700000000001,-4.4035
0.07675599999999999,-1.4493
0.07715599999999999,-0.65937
0.077556,-1.5485
0.077956,-1.5378
0.078356,0.59104
0.07875599999999999,2.6668
0.07915599999999999,0.6795899999999999
0.07955599999999999,-5.0801
0.079956,-9.8869
0.080356,-9.6779
0.080756,-5.955
0.08115599999999999,-3.1354
0.08155599999999999,-2.5084
0.081956,-2.1152
0.082356,-1.2049
0.082756,-1.5449
0.083156,-3.0256
0.08355599999999999,-3.9218
0.08395599999999999,-3.3479
0.084356,-1.1588
0.084756,1.4412
0.085156,2.0752
0.085556,0.11284000000000001
0.08595599999999999,-2.1365
0.08635599999999999,-2.4907
0.086756,-1.3607
0.087156,-0.63103
0.087556,-1.2332
0.08795599999999999,-1.885
0.08835599999999999,-0.62395
0.08875599999999999,2.7022
0.089156,5.3801
0.089556,5.3376
0.089956,3.6869
0.09035499999999999,-0.0040561
0.090755,-5.282
0.091155,-7.4427
0.091555,-3.015
0.091955,5.4899
0.09235499999999999,11.642999999999999
0.09275499999999999,11.550999999999998
0.093155,6.9281
0.093555,1.5368
0.093955,-1.2899
0.094355,1.4164
0.09475499999999999,8.345
0.09515499999999999,11.806
0.095555,8.1502
0.095955,1.9194
0.096355,-1.0915
0.096755,-0.90379
0.09715499999999999,0.15888
0.09755499999999999,1.675
0.097955,2.4188
0.098355,0.8567
0.098755,-2.7351
0.099155,-5.5724
0.09955499999999999,-4.4708
0.099955,0.70085
0.10035,4.6646
0.10075,1.7281
0.10115,-6.6635
0.10155,-13.187999999999999
0.10195,-11.991
0.10235,-5.0801
0.10275,0.45998
0.10315,-0.11740999999999999
0.10355,-3.2487
0.10395,-3.1319
0.10435,-0.66291
0.10475,0.16951
0.10515,-1.9842
0.10555,-5.0517
0.10595,-6.2384
0.10635,-4.5523
0.10675,-0.45392
0.10715,2.8049
0.10755,1.8733
0.10795,-2.2782
0.10835,-4.5806
0.10875,-2.6997
0.10915,-0.15992
0.10955,1.4022
0.10995,4.4202
0.11035,8.5823
0.11075,9.103
0.11115,4.8842
0.11155,0.19785
0.11195,-4.4496
0.11235,-10.23
0.11275,-12.26
0.11315,-5.5193
0.11355,4.569
0.11395,9.0357
0.11435,8.2989
0.11475,8.6248
0.11515,10.208
0.11555,10.267999999999999
0.11595,9.5777
0.11635,8.1608
0.11675,3.8747
0.11715,-1.6902
0.11755,-4.3929
0.11795,-2.9902
0.11835,0.30411
0.11875,3.6196
0.11915,4.909
0.11955,2.1709
0.11995,-2.8556
0.12035,-6.1073
0.12075,-5.242999999999999
0.12115,-0.65228
0.12155,4.6646
0.12195,6.3897
0.12235,2.1567
0.12275,-5.1332
0.12315,-10.556
0.12355,-12.15
0.12395,-11.442
0.12435,-10.290999999999999
0.12475,-8.091000000000001
0.12515,-2.9547
0.12555,3.2406
0.12595,6.0354
0.12635,4.6008
0.12675,1.2711
0.12715,-1.9771
0.12755,-4.5523
0.12795,-5.3032
0.12835,-4.067
0.12875,-2.5474
0.12915,-1.9062
0.12955,-1.2863
0.12995,-0.7621
0.13035,-1.9275
0.13075,-3.858
0.13115,-2.5226
0.13155,4.1297
0.13195,12.408
0.13235,15.387
0.13275,10.492
0.13315,0.5201899999999999
0.13355,-10.436
0.13395,-17.414
0.13435,-14.683
0.13475,-2.8662
0.13515,9.2624
0.13555,13.995
0.13595,13.027999999999999
0.13635,11.218
0.13675,9.5281
0.13715,7.6826
0.13755,6.4959
0.13795,4.6221
0.13835,0.059703
0.13875,-3.9678
0.13915,-2.2994
0.13955,3.694
0.13995,6.0815
0.14035,1.9087
0.14075,-2.7635
0.14115,-2.5934
0.14155,0.64417
0.14195,2.8935
0.14235,3.1202
0.14275,2.9856
0.14315,2.185
0.14355,-2.009
0.14395,-9.7416
0.14435,-17.127
0.14475,-18.434
0.14515,-11.704
0.14555,-1.1269
0.14595,6.0
0.14635,6.0106
0.14675,2.6066
0.14715,-0.30869
0.14755,-3.1744
0.14795,-7.0956
0.14835,-9.6496
0.14875,-8.8313
0.14915,-5.5476
0.14955,-0.49996999999999997
0.14995,4.4202
0.15035,6.294
0.15075,3.9703
0.15115,-0.35828000000000004
0.15155,-3.8013
0.15195,-5.3316
0.15235,-3.3338
0.15275,2.3657
0.15315,9.103
0.15355,11.342
0.15395,6.3365
0.15435,-3.5321
0.15475,-13.56
0.15515,-17.825
0.15555,-12.175
0.15595,0.7398100000000001
0.15635,12.978
0.15675,19.156
0.15715,20.027
0.15755,16.588
